3220,LODHA-EQ,1660126920,1075.00,1040.60,1082.35,1069.45,246049
11483,LT-EQ,1660127398,1830.00,1822.25,1867.00,1829.65,3422074
17818,LTI-EQ,1660127250,4920.00,4786.50,4929.00,4900.20,231234
18564,LTTS-EQ,1660127046,3600.00,3525.55,3608.45,3589.80,278729
10440,LUPIN-EQ,1660127133,666.60,660.10,672.80,666.65,893159
11301,LUXIND-EQ,1660127166,1850.00,1792.00,1866.85,1928.05,209658
2841,LXCHEM-EQ,1660127340,311.25,308.00,317.25,309.70,1047127
2031,M&M-EQ,1660127397,1277.00,1260.25,1279.70,1276.70,2530492
20050,M&MFIN-N3,1660125681,1790.00,1790.00,1790.00,1785.00,5
11377,MAHABANK-EQ,1660127394,17.30,16.95,17.40,17.25,1379122
14937,MAHINDCIE-EQ,1660127331,271.50,266.80,274.65,269.90,960936
385,MAHLOG-EQ,1660127326,473.05,472.60,489.50,473.05,247513
19061,MANAPPURAM-EQ,1660127252,107.00,105.65,109.00,107.70,4251703
7227,MAPMYINDIA-EQ,1660127073,1359.00,1335.00,1399.00,1347.05,225786
4067,MARICO-EQ,1660127353,528.00,509.30,529.90,523.40,1647830
10999,MARUTI-EQ,1660127251,8938.60,8826.00,8999.50,8921.95,445375
2124,MASTEK-EQ,1660127181,2020.45,1988.60,2069.90,2019.35,60801
22377,MAXHEALTH-EQ,1660127139,385.25,370.10,386.35,381.60,1316079
509,MAZDOCK-EQ,1660127393,283.90,278.55,289.00,282.30,268886
10447,MCDOWELL-N-EQ,1660127363,782.90,770.90,783.95,781.10,1071170
31181,MCX-EQ,1660127207,1285.10,1276.10,1292.10,1285.10,168211
7254,MEDPLUS-EQ,1660126700,738.50,713.40,740.05,738.60,52029
7242,METROBRAND-EQ,1660127181,769.00,758.10,799.00,758.10,520332
9581,METROPOLIS-EQ,1660127368,1534.80,1509.55,1571.70,1529.20,249448
2142,MFSL-EQ,1660126709,792.00,774.05,795.80,794.90,322450
17534,MGL-EQ,1660127293,822.00,797.35,822.75,817.70,1077234
17333,MHRIL-EQ,1660127191,255.00,250.05,260.90,255.05,785554
14154,UNOMINDA-EQ,1660127191,550.00,535.05,559.95,549.50,553169
14356,MINDTREE-EQ,1660127274,3557.00,3451.05,3557.00,3530.25,420155
17957,MMTC-EQ,1660126334,39.50,39.20,40.15,39.65,1046014
20830,MOIL-EQ,1660127397,161.50,159.75,162.50,161.65,176509
14947,MOTILALOFS-EQ,1660126203,770.00,762.00,770.30,767.35,43549
4503,MPHASIS-EQ,1660127083,2390.00,2312.75,2391.15,2391.15,398935
2277,MRF-EQ,1660126730,86805.00,82610.00,87234.90,87717.50,26092
2283,MRPL-EQ,1660127343,72.45,70.80,73.00,72.30,3326632
2709,MTARTECH-EQ,1660127135,1412.00,1395.00,1502.00,1411.85,507966
23650,MUTHOOTFIN-EQ,1660127028,1133.95,1112.15,1133.95,1122.90,503935
357,NAM-INDIA-EQ,1660127303,308.00,303.40,312.75,305.25,1863039
3918,NATCOPHARM-EQ,1660127336,773.90,669.40,773.90,750.50,2706865
6364,NATIONALUM-EQ,1660127374,78.80,76.95,80.95,78.80,23191150
